"","fldCruiseName","fldCruiseStationNumber","fldShotLonDecimalDegrees","fldShotLatDecimalDegrees","fldShotShipsHeading","fldShotDepth","Warp_m","fldGearCode","SweepLngt_m","fldValidityCode","fldWindSpeed","ObsHeave_m","ObsPitch_deg","ObsRoll_deg","door_dist_Median","door_dist_sd","wing_dist_Median","wing_dist_sd","TS_fish_density_Median","TS_fish_density_sd","TS_opening_Median","TS_opening_sd","TS_clearance_Median","TS_clearance_sd","TS_height_Median","TS_height_sd","TEY_fish_density_Median","TEY_fish_density_sd","TEY_height_Median","TEY_height_sd","TEY_opening_Median","TEY_opening_sd","TEY_clearance_Median","TEY_clearance_sd","TSP_along_speed_Median","TSP_along_speed_sd","TSP_across_speed_Median","TSP_across_speed_sd"
"66","IGFS2018",77,-9.826,52.541,70,29,165,"101010101","L","V","15",3.7,1.54,3.7,71.13,3.03430395997237,19.31,0.51492634666741,2,1.52648523329559,4.69,20.6291090036849,0,0.739290476749037,4.69,23.0328666665466,0,1.21205000008666,4.38,0.357708826209914,4.38,0.256039210902119,0,0.221191461803979,2.29,0.375035506253372,-0.015,0.0485641297046146
"67","IGFS2018",78,-11.482,52.762,219,143,462,"101010101","L","V","14",5.51,8.51,5.51,120.69,24.7640393792962,23.63,0.744328688028652,4,1.64173621682737,3.94,1.15369868017621,0,2.52695729693818,3.88,3.57887979803281,0,1.03347139907832,3.75,0.447998356362003,3.75,0.226845070965155,0,0.27126662652925,0,0,0.15,0.755857129357129
"68","IGFS2018",79,-11.747,52.595,326,175,540,"101010101","L","V","15",6.13,3.25,6.13,117.91,2.07709795010891,22.69,0.344733335045806,4,1.06529303285469,4,1.10587000953875,0,3.66732862357122,4,2.76459735755706,0,1.64215021265959,3.81,0.648551220364488,3.81,0.442536178247833,0,0.260556943311137,2.17,0.0921528461650406,-0.02,0.0290332441549269
"69","IGFS2018",80,-12.168,52.556,334,351,977,"101010101","L","V","24",3.46,6,3.46,131.88,3.05978379866551,24.94,0.294016806242332,3,1.67079468072293,3.81,0.170759087121048,0,0,3.81,0.167514523848185,0,0.855513397228556,3.63,0.152831686355535,3.63,0.142794626816241,0,0,2.13,0.0805556246762489,-0.07,0.0890455459767946
"70","IGFS2018",81,-12.301,52.726,349,368,1087,"101010101","L","V","16",5.02,8.78,5.02,74.81,29.9041924444408,25.47,0.475938755621039,4,1.41040521524482,3.63,0.834322030784932,0,2.0718387232829,3.63,3.05725348566218,0,0.900970794449409,3.38,0.424516576363547,3.38,0.50719168389764,0,0.0281554214735414,2.17,0.104613640332936,0.05,0.0345864890141999
"71","IGFS2018",82,-12.278,52.841,336,329,964,"101010101","L","V","13",4.86,6.21,4.86,133.69,42.1768381030305,25.095,0.450421638993741,1,0.896778056344214,3.69,0.19818309234303,0,0,3.63,0.179449739702885,0,0.793882887813575,3.44,0.178290638604349,3.44,0.201291561463734,0,0,2.24,0.0758374288502579,-0.01,0.022391703759357
"72","IGFS2018",83,-11.834,52.785,358,184,554,"101010101","L","V","15",3.91,4.06,3.91,122.88,2.33923418950252,23.44,0.34598273810107,0,1.00404586952395,3.88,1.06744997310264,0,0.69199931307039,3.88,1.87642031541563,0,0.970943656160075,3.69,0.703556264502041,3.69,0.266088102512761,0,0.521760811647824,2.17,0.205779929181134,-0.06,0.0376088829644319
"73","IGFS2018",84,-11.262,52.899,357,136,450,"101010101","L","V","22",3.67,6.23,3.67,119,3.39113778719473,23,0.395140494632843,4,0.960007184826784,4,1.00577880430178,0,3.47702216809879,4,4.02438161565058,0,1.35500108923649,3.81,0.567954920024043,3.81,0.396468856011678,0,0.382736300274116,2.13,0.0705300102765071,-0.06,0.0749592590074696
"74","IGFS2018",85,-11.065,52.907,166,134,450,"101010101","L","V","27",2.9,3.25,2.9,116.75,1.45050429685202,22.63,0.277744646942881,3,0.775057141714406,4.06,2.19091175150926,0,0.317495641131998,4.06,1.33674221262303,0,1.66718588078598,3.69,0.299479521801806,3.69,0.272554325629328,0,0.219162497510221,2.24,0.124191587705979,0.05,0.0234129974415465
"75","IGFS2018",86,-9.402,53.191,283,41,193,"101010101","S","I","18.1",0,0.29,0,76.75,20.9994198579243,20.44,0.402449963871486,6,0.747295304934846,4.31,0.222869123904089,0,0,4.31,0.233623989748847,3,1.82772313353652,3.88,0.365824838248394,3.88,0.188762322106841,0,0.279602578410683,2.2,0.0705824114430204,-0.03,0.0746766762887143
"76","IGFS2018",87,-11.781,52.327,139,277,164,"101010101","L","V","17",0,0.39,0,130.69,1.14303934265659,24.44,0.257923261423575,0,0.952733343690874,3.81,0.159557540432264,0,0,3.81,0.157190198262909,0,0.567592906737579,3.69,0.141536699094545,3.69,0.122372664650683,0,0.0873107047014267,2.15,0.136753940302613,-0.08,0.041238022706387
"77","IGFS2018",88,-11.611,52.137,139,269,200,"101010101","L","V","13",0,0.25,0,132.38,3.32664951641071,24.56,0.501871007379782,1,1.21546808843418,3.56,0.979052807723779,0,3.86128304966203,3.56,3.95858989683522,0,0.686120328190307,3.38,0.709255736943803,3.38,0.615355362618067,0,0.167446417519791,2.41,0.080396752821411,-0.02,0.0398542913558946
"78","IGFS2018",89,-11.801,51.999,182,582,1346,"101010101","L","V","6",0,0.3,0,140.94,5.12057576099759,25.94,0.701514034414869,0,1.14829027304321,3.5,1.54297447488476,0,5.76968452132041,3.5,6.93316944789524,0,0.732440710361774,3.13,1.00525403004352,3.13,0.859074291525579,0,0.245426792268864,2.26,0.118991072907624,0,0.0293846372646898
"79","IGFS2018",90,-11.523,51.911,189,257,759,"101010101","L","V","4",0,0.32,0,130.56,1.75839377280544,24.94,0.31515499058673,0,0.940786666960896,3.63,0.244819814111841,0,0,3.63,0.268025862822886,0,0.430417618901225,3.38,0.273985130628887,3.44,0.254552220406767,0,0,2.13,0.0932577289144821,0.1,0.0576064003049011
"80","IGFS2018",91,-11.401,51.768,189,223,663,"101010101","L","V","6",0,0.31,0,129.13,1.48008189659897,24.63,0.236274095461653,0,0.985623407455551,3.5,0.134081641965475,0,0,3.5,0.134194469206326,0,0.742298583596722,3.31,0.1873824306771,3.31,0.184352057740165,0,0.075125313370595,2.26,0.0643469175742458,0,0.0322628420972677
"81","IGFS2018",92,-11.094,51.592,180,184,554,"101010101","L","V","9",0,0.32,0,124.81,2.38088789624201,24.13,0.316081685600307,1,0.987850011166002,3.56,0.541226104524544,0,11.3558976405435,3.56,12.3791235821682,0,0.724756917429495,3.44,0.247355411869676,3.44,0.115988393005489,0,0.188842485671278,2.23,0.125999879863588,0.03,0.0208837120716635
"82","IGFS2018",93,-10.993,51.812,342,159,499,"101010101","L","V","25",0,0.29,0,122.69,2.16254025811377,23.75,0.361053073472223,3,1.13471740449219,3.75,0.35855393144234,0,0.0268932019767416,3.75,0.366228410270603,0,0.948686369202953,3.63,0.221289532702402,3.63,0.15031735388742,0,0.152224834262583,2.04,0.186004619883834,-0.06,0.0371873364739229
"83","IGFS2018",94,-10.943,52.012,50,141,463,"101010101","L","V","19",3.06,3.71,3.06,120.06,5.16069032943291,23.69,0.302545435247277,3,0.489521538244774,3.91,1.20836246117497,0,0.357235514912437,3.88,1.53644002444545,0,1.40811924526539,3.75,0.406504022543797,3.75,0.546373776637814,0,0.582678227894704,1.91,0.08440897278558,-0.1,0.0544545434036252
"84","IGFS2018",95,-10.677,51.963,82,103.9,390,"101010101","L","V","26",3.73,5.19,3.73,114.94,1.19708051993225,22.94,0.260944041123676,1,1.23388841479083,3.88,0.62509481904984,0,0.0133528285569741,3.88,0.679495257925198,0,1.58325426717805,3.63,0.359830738663133,3.5,0.223704138321079,0,0.279829851778066,2.19,0.258402192382905,0.02,0.0198078562840243
"85","IGFS2018",96,-10.372,51.999,62,60,273,"101010101","S","V","20",1.45,2.78,1.45,84.13,6.49020202986663,21.69,0.285454919611986,0,0.867696274854759,3.88,28.6993159563956,0,0.0061076726272342,3.88,26.0374309381977,0,1.57391055551734,3.75,0.311066099072704,3.75,0.185259970768682,0,0.0570480783796837,2.27,0.160257895333551,-0.08,0.023100611399094
"86","IGFS2018",97,-10.232,51.002,4,129,438,"101010101","L","V","0",3.94,4.39,3.94,124.63,7.47618251726295,24.06,1.07047136522156,1,1.12054346301423,3.56,1.95290251577897,0,19.612427882558,3.56,22.5450696428418,0,0.696346085284531,3.44,0.591597338317276,3.44,0.263355240263557,0,0.37149825499209,2.19,0.226050334799093,0.03,0.0208456826485849
"87","IGFS2018",98,-10.513,51.096,349,159,486,"101010101","L","V","2",4.22,5.83,4.22,120.38,1.52426600213612,23.31,0.246555625072959,1,0.882366400549221,3.69,0.517577448737072,0,0.413306413568331,3.69,0.896399951643669,0,0.72631853116895,3.5,0.137276358490615,3.5,0.198433928675988,0,0,2.14,0.0520549692085229,-0.01,0.0386753778572686
"88","IGFS2018",99,-10.727,51.251,203,166,513,"101010101","L","V","3",2.19,5.8,2.19,122.66,1.41593093446867,23.38,0.26026940940847,0,1.02333033227013,3.63,0.695787307393422,0,0.401159342617687,3.63,1.15800045145014,0,0.47262479878487,3.5,0.188534447758867,3.5,0.266926605884834,0,0,2.41,0.0921287243233296,-0.03,0.0243053322047158
"89","IGFS2018",100,-11.071,51.053,354,186,568,"101010101","L","V","8",3.06,2.7,3.06,125.88,0.920953685877141,23.94,0.262990001007044,0,0.943786502877182,3.56,0.0973374458594734,0,0,3.56,0.0922220367816035,0,0.745620373457965,3.38,0.113075333847744,3.38,0.0794225971181871,0,0.142647983529277,2.31,0.0494356707143974,-0.12,0.0183646508830698
"90","IGFS2018",101,-11.212,50.96,132,236,718,"101010101","L","V","8",2.27,3.99,2.27,130.13,1.47401399522644,24.38,0.268843798547464,1,0.989824495015977,3.63,0.662138796271192,0,0.084317456977771,3.63,0.62862624080051,0,0.928667772721805,3.5,0.220313943577698,3.5,0.147886687724694,0,0,2.04,0.0485055529516141,0,0.0311722027830917
"91","IGFS2018",102,-11.091,50.28,198,512,151,"101010101","L","V","12",1.28,2.55,1.28,142.31,2.03418479524747,26.06,0.349511372060436,0,0.738776889610567,3.5,0.229123751284916,0,0.00646329809328233,3.5,0.251239096905638,0,0.554045354275309,3.31,0.131710074731216,3.31,0.111436073741961,0,0,0.29,0.021824756409148,0.22,0.0468359867853801
"92","IGFS2018",103,-10.919,50.082,122,173,554,"101010101","L","V","8",1.85,3.74,1.85,120.69,2.51792135655793,23.38,0.423803846125844,1,1.48664189142171,4.06,0.679237987477391,0,0.196554724342589,4.06,0.750379263075282,0,1.08565817079885,3.81,0.113377383879508,3.81,0.114612775035881,0,0.10007342952038,0,0.00521688951914645,0.34,0.0162264985113102
"93","IGFS2018",104,-10.603,50.134,19,153,486,"101010101","L","V","1.3",2.18,4.1,2.18,121.38,1.39387931797291,23.31,0.244211381478842,4,0.924676952219577,3.75,0.492490751801124,0,0.113151178803193,3.75,0.416459979458444,0,1.59152071794193,3.69,0.223712991486901,3.69,0.107737556166648,0,0,2.29,0.0767237623835387,-0.08,0.0280942122229733
"94","IGFS2018",105,-9.987,50.066,60,140,450,"101010101","L","V","20",1.74,5.56,1.74,117.56,1.03991943973501,23.31,0.256590712971225,2,1.28358145088213,4.25,0.182872994928397,0,0,4.25,0.155341837606181,0,0.943104999720838,4.06,0.187383629840911,4,0.149550007160198,0,0,1.88,0.0876559666123399,-0.04,0.0246132207711971
"95","IGFS2018",106,-9.084,50.521,271,127,427,"101010101","L","V","14",1.49,4,1.49,120,13.6495924452352,23.13,2.06954064543991,0,1.3445382961086,9.06,2.67768188023564,0,37.6820234073243,9.06,42.5074683432666,0,0.615199459924965,3.38,0.936994087032938,3.38,0.5263660040778,0,0.60670848394456,0.28,0.0887719383149744,-0.03,0.130467269711597
"96","IGFS2018",107,-9.373,50.354,228,129,438,"101010101","L","I","19",1.55,7.11,1.55,115.69,4.65965448781538,24.88,3.29559134939683,0,0.757864746745073,4.13,0.950724968113689,0,0.00428571428571429,4.19,1.08364149245334,0,1.08824760371759,3.75,0.774581048799153,3.75,0.387249823106843,0,0.717916128716639,1.89,0.0643010158746763,-0.04,0.0438849350400359
"97","IGFS2018",108,-9.719,50.358,242,126,438,"101010101","L","V","19",1.79,4.07,1.79,115.81,1.10684432535754,23.13,0.262766523770107,0,1.15895404133642,4.13,0.217949770823571,0,0.00463940518509096,4.13,0.246750123404809,0,0.642632035966715,3.88,0.297650534990845,3.88,0.119834929504538,0,0.21583943301479,1.89,0.0410666672236584,-0.09,0.0267417709260007
"98","IGFS2018",109,-10.043,50.506,264,142,462,"101010101","L","V","16",20.9,5.89,20.9,119.56,1.47754185069243,23,0.236863447006544,4,0.856804393199912,3.88,0.650698353440607,0,0.202659640326348,3.88,0.675640214530355,0,1.17660202189727,3.69,0.131815107591672,3.69,0.124936057634156,0,0,2.36,0.0522719257547015,-0.04,0.028189216562038
"99","IGFS2018",110,-10.378,50.543,270,159,494,"101010101","L","V","17",1.41,3.39,1.41,119.56,1.9469920780025,22.81,0.30070091975453,2,1.49512591556716,3.88,0.624952449105944,0,0.259047984964257,3.88,0.865398321299877,0,1.19733066925348,3.69,0.166120182270131,3.69,0.191276367327511,0,0.113861586157736,2.41,0.0599987228471992,0.04,0.0310136654576789
"100","IGFS2018",111,-10.755,50.717,60,173,540,"101010101","L","V","7",1.59,3.81,1.59,122.41,1.68507720008636,23.25,0.362523260996122,0,1.71033961085347,3.88,0.188017241679984,0,0,3.88,0.203805430834471,0,1.32442910019251,3.66,0.106980968102891,3.69,0.11258621332433,0,0,2.35,0.138553196595215,-0.05,0.0658326478156566
"101","IGFS2018",112,-10.282,50.741,14,142,462,"101010101","L","V","9",1.88,3.69,1.88,118.88,0.849267797340695,22.88,0.218777345441723,2,0.868160994206488,3.88,0.466652957685362,0,0.131075111143245,3.94,0.596650244153703,0,0.995722015022836,3.69,0.229276486198432,3.69,0.107454501223166,0,0.284526783435515,2.4,0.0684757072831825,0.06,0.0243769703154379
"102","IGFS2018",113,-9.83,50.837,102,123,412,"101010101","L","V","10",1.8,3.1,1.8,116.03,1.97326697851671,22.81,0.274813429026056,3,0.969491703466372,4,0.499367665965885,0,0.00996674970013104,4,0.602920954555222,0,0.946513967522149,3.81,0.311315834835955,3.81,0.147770155147289,0,0.16579437967486,2.31,0.0697646243001302,-0.04,0.0199947775265853
"103","IGFS2018",114,-9.578,50.834,72,119,415,"101010101","L","V","10",2.34,3.44,2.34,115.75,1.10041675113077,23,0.246011503083966,3,1.29758025644153,4.06,0.511005876261845,0,0.269854517207747,4.06,0.495185009328766,0,1.09268201508436,3.845,0.280067605669225,3.81,0.192321460641052,0,0.197784480797109,2.16,0.0738336626926038,-0.06,0.0318438387199748
"104","IGFS2018",115,-9.402,50.839,126,121,415,"101010101","L","V","13",2.96,3.11,2.96,115.19,0.751819702227907,22.94,0.219007440042501,2,1.54942760528505,4.13,0.386127120104121,0,0.0113640743425905,4.13,0.466010779180244,0,1.14908937641566,3.88,0.324278390107397,3.88,0.101515081082099,0,0.28936322177539,2.09,0.106495754371797,0.02,0.0444332771218715
"105","IGFS2018",116,-8.527,51.209,220,110,378,"101010101","L","V","23",31.3,10.81,31.3,117.5,2.52837859945899,23.095,0.469375054676435,1,0.941014854871746,3.94,0.518790411871553,0,0.00679520885536112,3.94,0.36029133350572,0,0.928834312785038,3.75,0.648917249730011,3.69,0.308507928319082,0,0.665890789561234,2.47,0.306751711914111,0.03,0.0434630430283018
"106","IGFS2018",117,-8.845,51.188,258,110,390,"101010101","L","V","23",6.52,17.64,6.52,117.19,3.30914812840371,23.5,0.502607225730772,1,1.08601711964926,4.44,27.3096274612981,0,0.00558279926356299,4.44,26.8958446453913,0,0.714445262927612,4.06,0.73513886363752,4,0.32139903590707,0,0.553529502177612,1.91,0.196494238781916,-0.09,0.0470561260290858
"107","IGFS2018",118,-9.228,51.117,266,115,402,"101010101","L","V","21",7.89,12.21,7.89,115.25,1.28567881330889,22.56,0.284219618614377,1,0.938128156171778,4.25,1.75481821188613,0,0.0535086997573111,4.25,1.77570095444699,0,0.722857193726757,4.06,0.206516154222143,4.06,0.195723402678389,0,0.208273519297386,1.91,0.197917148903339,-0.03,0.0346332051935816
"108","IGFS2018",119,-9.605,51.113,245,121,415,"101010101","L","V","16",7.46,7.92,7.46,115.94,1.69143922575998,22.5,0.313800935782283,4,0.54932754341017,3.94,0.507465165602966,0,0,4,0.439269838683902,0,0.940798725730314,3.81,0.237664769071408,3.81,0.210921183479638,0,0.0535390613982573,2.34,0.219867779337673,0,0.0246555451654777
"109","IGFS2018",120,-9.807,51.248,45,111,390,"101010101","L","V","16",6.97,8.55,6.97,111.63,0.827311972809648,22.13,0.221127269724667,0,1.17632114371857,4.13,0.53785314628497,0,0.0317181329148625,4.13,0.424647752124489,0,0.420609629067022,4,0.151801484378387,4,0.112029266257232,0,0.085967826798042,2.1,0.144479258240056,-0.09,0.0238651906571659
"110","IGFS2018",121,-9.401,51.416,70,68.1,257,"101010101","S","V","19",8.38,11.09,8.38,88.25,2.0036677338327,23.44,0.265871688746098,0,0.913667840252115,4.19,0.175319466228187,0,6.87866117199617,4.19,8.49079858798999,0,0.846684200600398,4.06,1.21948045878639,4,0.192250899731147,0,1.61047086171424,1.89,0.172188511360562,0.01,0.0281701633538265
"111","IGFS2018",122,-9.235,51.264,7,119,402,"101010101","L","V","27",7.03,110.3,7.03,119.63,2.77052901021262,24.25,1.18346807104874,1,1.24466948530908,3.88,0.441631263354963,0,0.02375,3.81,0.626900442753096,0,0.588042849223902,3.38,0.166905001610325,3.38,0.13711277212828,0,0,2.16,0.104985860862628,-0.03,0.0778175341162075
"112","IGFS2018",123,-8.897,51.493,35,71.5,286,"101010101","L","V","24",5.29,9.73,5.29,90.345,1.23066119104904,23.63,0.244271633551061,0,0.42361862130743,3.94,0.147435726366329,0,0.00447213595499958,3.94,0.139651361706217,0,0.47253093702252,3.38,0.155288865797893,3.38,0.147498313667506,0,0,2.21,0.117223446224783,0.05,0.0345710875079284
"113","IGFS2018",124,-8.505,51.444,65,94,336,"101010101","L","V","24",6.68,12.12,6.68,110.81,1.06691796736255,22.44,0.331802234779537,0,0.670917460770302,3.94,0.202896551802917,0,0,3.94,0.234756426791001,0,0.864298271949284,3.5,1.34257756335443,3.5,0.171386898543174,0,1.35439401391264,2.33,0.0645920326146409,-0.03,0.0400951870832068
"114","IGFS2018",125,-8.89,50.89,205,114,402,"101010101","L","V","19",9.5,9.48,9.5,119,1.31212161695613,24.75,0.79428839661193,0,0.898304109647114,3.88,0.428605579719017,0,0.0132659230220802,3.88,0.453565605678197,0,0.74455108998416,3.38,1.31283134206709,3.31,0.205013320011635,0,1.22778268342237,2.29,0.239889019142084,0.1,0.0825709624422824
"115","IGFS2018",126,-8.909,50.625,150,126,415,"101010101","L","V","24",9.8,14.85,9.8,118.88,1.66380560070554,23.69,0.492313649463801,0,0.863978254709602,4,13.8345529066869,0,0.158816812696492,4,14.5881134038925,0,0.642426266715238,3.69,0.674321172006128,3.69,0.198679271622028,0,0.678588194174964,2.2,0.214900691747027,0.03,0.101795908128893
"116","IGFS2018",127,-8.615,50.556,12,122,427,"101010101","L","V","23",8.34,9.73,8.34,120.19,1.49279018284785,23.5,0.351767724345615,1,0.804810606463333,3.69,0.545977896082633,0,0.543384285223407,3.69,1.48307575745913,0,0.811097991098551,3.44,1.32038557807293,3.38,0.227164194723863,0,1.23838155305807,2.43,0.114326995848942,0.12,0.034370129090002
"117","IGFS2018",128,-8.493,50.705,35,117,415,"101010101","L","V","24",6.46,10.04,6.46,120.31,2.74748221374556,23.88,0.617904078105272,0,0.923514214704047,3.75,20.8239951259038,0,9.37957548951967,3.81,22.9982279712551,0,0.764250992505545,3.38,0.880813256772088,3.38,0.199803790148364,0,0.899627460575762,2.36,0.158108623631098,0.13,0.0462388219155595
"118","IGFS2018",129,-8.236,50.742,48,114,390,"101010101","L","V","17",5.54,11.16,5.54,119.5,1.36549620720524,23.38,0.24970405017952,0,1.09006205975515,3.81,1.74863451837233,0,0.00738548945875996,3.81,1.66726975081437,0,0.557871231755422,3.38,1.47695748289947,3.38,0.163030972828067,0,1.41880505633395,2.415,0.112628329305948,0.08,0.0249706091435446
"119","IGFS2018",130,-8.496,50.881,48,115,402,"101010101","L","V","20",3.64,10.5,3.64,121.69,1.31787812195498,24.06,0.385789259530021,0,0.974390267251605,3.94,0.874524582571629,0,0.0448337121399881,3.94,0.905551939476397,0,0.496541887612562,3.5,1.06612979091111,3.5,0.149619235140754,0,1.14580115315025,2.05,0.125880551161336,-0.01,0.0409351120900188
"120","IGFS2018",131,-8.259,51.093,60,109,378,"101010101","L","V","21",3.66,11.48,3.66,119.25,2.32193623845227,23.47,0.77355457788647,0,1.20830781073468,3.94,27.0075456169649,0,2.83329402404642,3.94,25.8878511759623,0,0.842700971600384,3.63,1.13236549160731,3.63,0.32230640662743,0,1.16509311399807,2.225,0.206037010324862,0.005,0.0309599708245914
"121","IGFS2018",132,-8.09,51.231,45,102.2,366,"101010101","L","V","20",3.65,11.16,3.65,115.88,1.95393347551218,24.31,0.539943252774045,0,0.803807182003214,3.88,15.7395903435987,0,0.191437305830113,3.94,17.9897678256362,0,0.867457414585137,3.5,1.43236253356287,3.38,0.208244322981608,0,1.34142434120065,0.32,0.514667110464701,-0.63,0.34496250779316
"122","IGFS2018",133,-8.145,51.482,55,89.4,324,"101010101","L","V","22",3.24,10.4,3.24,111.88,1.45260000719361,23.44,0.640172707601736,0,0.742869386054023,3.88,16.3510281645269,0,0.00331799978843292,3.88,15.9758056971998,0,1.2973471525267,3.44,1.42491031271987,3.38,0.207287221537646,0,1.43178006537683,0.21,0.179500166436795,-0.17,0.408960139580275
"123","IGFS2018",134,-7.425,51.901,41,57,271,"101010101","S","V","4",1.69,6.11,1.69,87.38,1.08497442861681,22.81,13.3685263451261,1,1.04797009534291,3.88,0.669814966004377,0,0.00656675542522213,3.88,0.715939975831127,3,1.81446715525657,3.88,0.503692040420849,3.81,0.316068513259995,0,0.511101618008609,2.11,0.0945582971275893,-0.03,0.0279353965670199
"124","IGFS2018",135,-7.057,51.848,205,67,272,"101010101","S","V","10",2.83,7.68,2.83,87.69,0.889624881559049,22.88,0.306107624756837,6,0.726550234784022,77.63,30.4187592673703,11.38,8.58418776666045,88.63,27.1770324205894,2,1.88118656072549,3.88,0.52963485070642,3.75,0.390631239508628,0,0.588637086897933,2.13,0.390918188244462,-0.09,0.129426633606651
"125","IGFS2018",136,-7.003,51.584,227,71,285,"101010101","S","I","11",3.27,8.48,3.27,87.25,1.36971238393514,22.81,0.501511821885536,1,1.08975781548557,4,0.678073458145639,0,0.0259494010148345,4,0.659350728929731,0,1.66915905677789,3.75,1.22036836743318,3.44,0.285058087576393,0,1.04768424026113,2.13,0.160544561694487,0.03,0.0422185544917083
"126","IGFS2018",137,-7.475,51.589,262,77,296,"101010101","S","V","15",2.84,7.55,2.84,88,1.02983451317024,23,0.294135651041116,1,1.25141528346985,4,13.8545637011687,0,0.0819339086317453,4,14.5407513642476,0,1.43076933818869,3.63,1.79335212911976,3.38,0.174947262503604,0,1.67827025829101,2.22,0.140917383993496,0.02,0.0365311913031661
"127","IGFS2018",138,-7.242,51.289,73,85,336,"101010101","L","V","19",2.65,6.72,2.65,115,2.58549586846413,23.81,0.544913420470037,1,0.976591341155433,3.69,1.01264014107195,0,0.0434516170596443,3.69,0.901788331669805,0,1.49414579909987,3.31,1.13471341338883,3.25,0.215523910104157,0,1.27520858909856,2.29,0.103316871476922,0.11,0.0598530748343822
"128","IGFS2018",139,-6.924,51.313,32,109,390,"101010101","L","V","16",1.95,7.12,1.95,119,1.75476894816728,23.5,0.364120417530568,0,0.721594274367074,3.63,0.476646258361638,0,0.517950774654576,3.63,0.671159251691692,0,0.922681390195698,3,0.284600747330024,3,0.174446118336367,0,0.228806439003588,2.49,0.0548126561244219,0.1,0.0289831142718179
"129","IGFS2018",140,-6.486,51.153,172,92,336,"101010101","L","V","14",3.03,8.97,3.03,112.69,1.5799754682115,23,0.254752113988394,1,1.27628121507414,4,0.188642774100251,0,0,4,0.1878076385165,0,1.48125023340525,3.69,0.782416869178072,3.63,0.223440512996038,0,0.755833040605275,2.2,0.402596424323893,0.06,0.207174454183272
"130","IGFS2018",141,-6.374,51.387,8,116,415,"101010101","L","V","15",2.43,6.53,2.43,123,1.64989359254006,24.06,0.283616421450137,0,0.768224510451895,3.88,0.403498608292001,0,0,3.88,0.737485665921733,0,0.869985078972468,3.63,1.33666354898333,3.44,0.206936223109616,0,1.38987588607535,1.91,0.166773612499302,0,0.0376537783387935
"131","IGFS2018",142,-6.016,51.408,180,97,378,"101010101","L","V","20",4.2,8.96,4.2,120.38,5.30911564974922,23.56,1.00739235841316,0,0.705894994759561,3.56,0.196411995979768,0,0,3.56,0.235633365154532,0,1.31881901420353,3.13,0.142909444938871,3.13,0.167940566587328,0,0,2.47,0.27855238609575,-0.04,0.165276376243886
"132","IGFS2018",143,-6.149,51.143,17,95,366,"101010101","L","V","24",3.38,8.55,3.38,106.5,10.6631778682013,24.91,1.95560004900055,2,1.21570566234916,3.5,0.361326709338597,0,0,3.5,0.287174460073919,0,1.15524945191061,3.06,0.928997917688464,3.06,0.191101616322028,0,0.607244585542375,2.415,0.247615639702192,0.39,0.226209094125919
"133","IGFS2018",144,-5.804,51.091,160,82,311,"101010101","L","V","21",4.94,11.5,4.94,108.06,1.64443502603195,22,0.369725192856846,0,1.00448116759237,4.13,0.40270377692568,0,0,4.13,0.435262674411622,0,1.5811249567336,3.81,1.16018132590266,3.81,0.166944325871421,0,1.21889310560028,1.98,0.113513709740106,0.1,0.130184049986217
"134","IGFS2018",145,-5.495,51.245,331,74,298,"101010101","S","V","24",5.16,9.52,5.16,85.63,0.960344537010374,22.38,0.327300942612721,2,1.3888599822762,3.94,0.272119446414641,0,0,3.94,0.391997276665705,2,1.90410038359441,3.75,0.386995375299727,3.75,0.281730682862886,0,0.282826595705816,2.15,0.17908593224322,-0.07,0.0497889323069802
"135","IGFS2018",146,-6.073,51.806,348,110,400,"101010101","L","V","32",5,11.34,5,118.06,1.95071770033367,25.44,0.947499989251365,6,0.921514760096576,4.56,45.1101199755262,0,0.152822005161543,4.63,45.6726564299702,3,2.11606061938257,4,0.827804715355463,3.88,0.446417488162135,0,0.84640307916477,1.755,0.373934084003535,-0.01,0.149544102518852
"136","IGFS2018",147,-6.212,52.016,253,75,310,"101010101","S","V","29",4.55,16.27,4.55,89.595,1.36317628449343,23.13,0.408206362448498,0,1.01683240615549,4,0.937400000435722,0,0.0130040644052892,3.94,0.425235275671648,0,0.992006822294789,3.66,1.26173533922633,3.5,0.364614489734032,0,1.7434925043836,2.66,0.369468270249406,0.09,0.450136033261034
"137","IGFS2018",148,-6.77,52.01,278,47,233,"101010101","S","V","29",5.28,15.11,5.28,81.25,2.24654744546169,21.69,0.41305820703588,1,1.18100214169306,4.5,0.67819885214521,0,0.031170034363311,4.44,0.44062377168748,0,1.26091554799418,4.06,0.355650801384467,4.06,0.338011828207215,0,0.0197248276522491,2.04,0.641954542721395,-1.06,0.672873880648714
"138","IGFS2018",149,-5.537,51.483,123,70,290,"101010101","S","V","9",4.24,6.34,4.24,87.63,2.26235560322817,22.56,0.552522763368537,1,1.05851561996176,3.69,0.802325247004105,0,0.00569494797451499,3.69,0.377359030255045,0,1.38113434719398,3.38,0.273074390659108,3.31,0.304241220417824,0,0.0866338820820344,2.61,0.0622396629955111,0.08,0.0570122282589125
"139","IGFS2018",150,-5.786,51.495,314,85,324,"101010101","L","V","5",3.91,7.65,3.91,110.38,3.00899870265312,23.69,1.29561696873378,3,1.1559160937139,4.06,0.227184039024725,0,0.0491120292346126,4.06,0.20221735846962,0,1.93524335386155,4.13,0.7818660426262,4.06,0.426044495278116,0,0.663438589430278,1.68,0.0981424334192904,-0.08,0.0570765663860017
